,,,,,Date:,2023-10-30T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,8,Master Olah Data Flowmeter_Flowrate,2024-02-28T00:00:00,"Update technician ID : Replace RH to CA
Update metode kalibrasi (last updated)",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-02-28T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,9,Master Olah Data Flowmeter_Flowrate,2024-03-04T00:00:00,Update stopwatch recalibration 2023,HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-03-04T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,10,Master Olah Data Flowmeter_Flowrate,2024-04-25T00:00:00,"Change thermocouple to Type K
Change stopwatch casio to timer software weigt scale",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-04-25T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,11,Master Olah Data Flowmeter_Flowrate,2024-05-29T00:00:00,"-Add balance correction factor for weighing on ""Standar Kalibrator"" and ""Perhitungan FC"" sheet
-Add sheet drift: timbangan dini argeo, timbangan sartorius, temp. cal constant-TC type K, timer software flowmeter
-Add table drift on ""Standar Kalibrator"" sheet
-Adding budget uncertainty ""drift"" on ""Perhitungan U95"" sheet
-Adding column repeat every 20"" on uut at input data sheet",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-05-29T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,12,Master Olah Data Flowmeter_Flowrate,2024-07-08T00:00:00,Update u95% timer weight scale (calibrated envirotama) on standar kalibrator sheet,HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-07-08T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,13,Master Olah Data Flowmeter_Flowrate,2024-08-07T00:00:00,"Update recalibration 2024 TH 3 s/d 6
Update no IK latest revision (after reakreditasi 2024)
Update recalibration timb. Sartorius 2024+drift",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-08-07T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,14,Master Olah Data Flowmeter_Flowrate,2024-09-17T00:00:00,Update recalibration tc type k,HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-09-17T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,15,Master Olah Data Flowmeter_Flowrate,2024-09-19T00:00:00,Update recalibration dini argeo balance,HN,,,,,,"Tunggu hasil CMC baru dari KAN
",,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-09-19T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,16,Master Olah Data Flowmeter_Flowrate,2024-10-30T00:00:00,"Update CMC baru hasil Reakreditasi
Update ketidakpastian Constant recalibration 2024",HN,,NR,,,,"d u95 , bagian ketidakpastian perbedaan suhu , tlong d note ""perlu d review ulang""",,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-10-30T00:00:00,Date:,2024-11-28T00:00:00,Date:,,,,,,,,,,,,,,
,17,Master Olah Data Flowmeter_Flowrate,2025-08-01T00:00:00,Update recalibration sartorius balance,DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-08-01T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,17,Master Olah Data Flowmeter_Flowrate,2025-04-28T00:00:00,Update recalibration Timer ,DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-04-28T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,17,Master Olah Data Flowmeter_Flowrate,2025-08-11T00:00:00,Update recalibration Dini Argeo balance,DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-08-11T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,18,Master Olah Data Flowmeter_Flowrate,2025-09-01T00:00:00,Change std Constant to Yokogawa,DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-09-01T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,19,Master Olah Data Flowmeter_Flowrate,23 Oktober 2025,"Penambahan Satuan kg/min, m3/min",NR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Supervisor,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,23 Oktober 2025,Date:,,Date:,,,,,,,,,,,,,,
,20,Master Olah Data Flowmeter_Flowrate,2025-11-26T00:00:00,"-Updating ""Database"" sheet:  TH-1, TH-2, TH-3, TH-4, TH-6 & TH-7. Change to Xiaomi",DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-11-26T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,21,Master Olah Data Flowmeter_Flowrate,2025-11-26T00:00:00,"-update nilai perhitungan masa bouyancy
-update nilai rumus perhitungan laju alir masa
-update rumus stdev pada perhitungan fc dan menambahkan rumus konversi kgm to lpm",NR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Supervisor,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-12-01T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,21,Master Olah Data Flowmeter_Flowrate,21 Mei 2026,"1. Penamabahn rumus nilai terkoreksi pembacaan suhu (tambah kalibrator yokogawa sebagai pembaca suhu fluida), 
2. Penamabahn rumus nilai terkoreksi pembacaan waktu
(tambah kalibrator timer weight scale sebagai pembaca waktu)
3. Hapus perhitungan densitas masing2 temperature di 3 kali pengulangan
4. Pembuatan tabel percobaan perhitungan densitas fluida yang dipakai untuk kalibrasi flowmeter, perhitungan densitas diambil menggunakan picnometer dan kondisi fluida yang di variasikan suhu fludinya.
5. Perubahan perhitungan nilai koefisien sensitifitas dari sumber ketidakpastian pengaruh waktu pada sheet budget ketidakpastian (perbuahan disesuaikan dengan SIDIK-IK-CAL-0528 butir budeget ketidakpastian)",NR,,Am,,AM,,"Perubahan perhitungan untuk item 1,2,3,4,5 oleh NR, dan Evaluasi perhitungan dilakukan oleh AM.",,,,,,,,,,,,
,,,,,Position :,Supervisor,Position :,Technical Manager,Position :,Technical Manager,,,,,,,,,,,,,
,,,,,Date:,21 Mei 2026,Date:,22 Mei 2026,Date:,22 Mei 2026,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,1,Use Microsoft Office 2016 or higher versions for a better performance.,,,,,,,,,,,,,,,,,,,,,
,2,Enable excel with macro warnings.,,,,,,,,,,,,,,,,,,,,,
,3,Please Enable Developer Tab before using this master worksheet.,,,,,,,,,,,,,,,,,,,,,
,,How to enable Developer Tab:,,,,,,,,,,,,,,,,,,,,,
,,"*Click File-Options-Customize Ribbons- Check (√) ""Developer"" on Main Tabs-OK",,,,,,,,,,,,,,,,,,,,,
,4,Fill the raw data (calibration results) on INPUT DATA sheet.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Validation Rules,,,,,,,,,,,,,,,,,,,,,,
,1,Please fill existing format in this sheet with the detailed revision/change.,,,,,,,,,,,,,,,,,,,,,
,2,Write down the actual date and PIC/Checker/Validator name.,,,,,,,,,,,,,,,,,,,,,
,3,"Save as the new revision master's file in the same location without deleting the previous files, add it with the number of revision (example: Master Olah Data Suhu_Rev.1)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
