,5. LOADING INFLUENCE ON EACH POSITION (LP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"The standard weight 100 g, it placed on pan at several positions and then in tare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The weighing result is as follows : ,,,AT Used:,10,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Position,The Reading,Difference,Min Value,Max Value,"Max Difference
(Max Value-Min Value)",Pan Face  :,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,g,g,g,g,g,Size      :,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Center,10,0,0,9.999999999976694e-05,9.999999999976694e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Front,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Back,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Left,9.9999,9.999999999976694e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Right,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6. HYSTERISIS (HYS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Standar Weight (g),,Reading 1 (g),,Reading 2 (g),,Hysterisis  =,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M =,200,M(p1) =,20,M(p3) =,20,=,0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M' =,200,M+M' =,40,M+M' =,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M(q1) =,20,M(q3) =,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zero =,0,Zero =,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M+M' =,40,M+M' =,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M(q2) =,20,M(q4) =,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zero =,0,Zero =,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M(p2) =,20,M(p4) =,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7. LIMIT OF PERFORMANCE (LOP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F,=  ±,"2,26 . Sr max+ |C max| + U95% C max",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=  ±,0.0007697925606457936,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Note :,F =,LOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sr max =,max. value repeatability measurement of the balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C max =,max. correction of balance reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,U95% Cmax =,expanded uncertainty associated with Cmax (max. correction of balance reading),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
