,The weighing result is as follows : ,,,AT Used:,20,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Position,The Reading,Difference,Min Value,Max Value,"Max Difference
(Max Value-Min Value)",Pan Face  :,Kotak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,kg,kg,kg,kg,kg,Size      :,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Center,20,0,-0.019999999999999574,0,0.019999999999999574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Front,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Back,20.02,-0.019999999999999574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Left,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Right,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6. HYSTERISIS (HYS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Standar Weight (g),,Reading 1 (g),,Reading 2 (g),,Hysterisis  =,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M =,200,M(p1) =,20,M(p3) =,20,=,0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,
,M' =,200,M+M' =,40,M+M' =,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M(q1) =,20,M(q3) =,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zero =,0,Zero =,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M+M' =,40,M+M' =,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M(q2) =,20,M(q4) =,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zero =,0.02,Zero =,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,M(p2) =,20,M(p4) =,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7. LIMIT OF PERFORMANCE (LOP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,F,=  ±,"2,26 . Sr max+ |C max| + U95% C max",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=  ±,0.07953615325627225,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Note :,F =,LOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sr max =,max. value repeatability measurement of the balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C max =,max. correction of balance reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,U95% Cmax =,expanded uncertainty associated with Cmax (max. correction of balance reading),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
