,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2022-08-23T00:00:00,Date:,2022-08-24T00:00:00,Date:,,,,,,,,,,,,,,
,6,Master Olah Data_Suhu_Thermocouple,2022-12-22T00:00:00,"-Adding Tabel Record Drift on ""Standar Kalibrator"" sheet
-Changing value uncertainty: Temp. Calibrator & Sensor on ""Perhitungan U95%"" sheet
-Adding ""Variasi Axial Dryblock A & B"" sheet
-Adding budget ketidakpastian axial & variasi antar lubang on ""Perhitungan U95%"" sheet",HN,,NR,,,,Update latest survaylen 2022 revision result,,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2022-12-26T00:00:00,Date:,2022-12-27T00:00:00,Date:,,,,,,,,,,,,,,
,7,Master Olah Data_Suhu_Thermocouple,2023-02-24T00:00:00,"-Remove lokasi kalibrasi table on ""Database"" sheet
-Adding DR on pelaksana kalibrasi on ""Database"" sheet
-Changing jabatan according to latest SO on ""Database"" sheet
-Updating IK on ""Database"" sheet
-Adding ""- Calibration results are not to be announced and only apply to related tools -"" statement on ""Sertifikat"" sheet
-Updating Victor recalibration 2023 and drift on ""Standar Kalibrator"" and ""STANDAR-VICTOR (REC-1)"" sheet 
-Updating standar kalinbrator constant , PT100 thermocouple",HN,,NR,,,,"Menunggu CMC terbit di RL baru, untuk update CMC di sheet U95% dan database",,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2023-02-24T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,8,Master Olah Data_Suhu_Thermocouple,2023-05-11T00:00:00,"-Updating ""Database"" sheet:  TH-1 & TH-2 recalibration 2023",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2023-05-11T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,9,Master Olah Data_Suhu_Thermocouple,2023-06-12T00:00:00,"-Updating NEW CMC based on New RLK 2023
-Updating interval kalibrasi std. kalibrator based on schedule program kalibrasi berkala & uji antara",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2023-06-12T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,10,Master Olah Data_Suhu_Thermocouple,2023-10-23T00:00:00,"-Updating Recalibration Constant 2023
- Revisi Technician ID (JO, RH)",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2023-10-23T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,11,Master Olah Data_Suhu_Thermocouple,2024-02-23T00:00:00,"Update method kalibrasi (latest)
Change technician ID RH->CA",HN,,,,,,[NAMA PELANGGAN DIREDAKSI],,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-02-23T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,12,Master Olah Data_Suhu_Thermocouple,2024-08-14T00:00:00,"Update recalibration 2024 TH 3 s/d 6
Update no IK latest revision (after reakreditasi 2024)
Replace std Victor to Yokogawa",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-08-14T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,13,Master Olah Data_Suhu_Thermocouple,2024-09-17T00:00:00,Update recalibration tc type n & k,HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-09-17T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,14,Master Olah Data_Suhu_Thermocouple,2024-10-28T00:00:00,"Update CMC Hasil Reakreditasi
Update Constant recalibration 2024, dan driftnya
",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-10-28T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,14,Master Olah Data_Suhu_Thermocouple,2025-04-25T00:00:00,Update Database (Recalibration 2025 TH 2),DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-04-25T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,14,Master Olah Data_Suhu_Thermocouple,2025-11-26T00:00:00,"-Updating ""Database"" sheet:  TH-1, TH-2, TH-3, TH-4, TH-6 & TH-7. Change to Xiaomi",DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-11-26T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,,,,,,,,,
,User Requirement,,,,,,,,,,,,,,,,,,,,,,
,1,Use Microsoft Office 2016 or higher versions for a better performance.,,,,,,,,,,,,,,,,,,,,,
,2,Enable excel with macro warnings.,,,,,,,,,,,,,,,,,,,,,
,3,Please Enable Developer Tab before using this master worksheet.,,,,,,,,,,,,,,,,,,,,,
,,How to enable Developer Tab:,,,,,,,,,,,,,,,,,,,,,
,,"*Click File-Options-Customize Ribbons- Check (√) ""Developer"" on Main Tabs-OK",,,,,,,,,,,,,,,,,,,,,
,4,Fill the raw data (calibration results) on INPUT DATA sheet.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Validation Rules,,,,,,,,,,,,,,,,,,,,,,
,1,Please fill existing format in this sheet with the detailed revision/change.,,,,,,,,,,,,,,,,,,,,,
,2,Write down the actual date and PIC/Checker/Validator name.,,,,,,,,,,,,,,,,,,,,,
,3,"Save as the new revision master's file in the same location without deleting the previous files, add it with the number of revision (example: Master Olah Data Suhu_Rev.1)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
